lastmajorreleaseaccession	name	taxon_id	species	speciesname	assemblyname	genbank_id	refseq_cat	refseq_id	assembly_status	release_date	assembly_type	contig_n50	scaffold_n50	annotation	stats	gff	ftps	number_of_genes	total_length	gc_content	nb_assemblies	chr_avail	proportion_masked	Complete	Single	Duplicated	Framgented	Missing
GCA_049901735.1	28394131	8663	Notechis scutatus (mainland tiger snake)	Notechis scutatus	rNotScu1.2	GCA_049901735.1	na		Chromosome	2025/04/24 00:00	haploid	9430810		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/901/735/GCA_049901735.1_rNotScu1.2/GCA_049901735.1_rNotScu1.2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/901/735/GCA_049901735.1_rNotScu1.2				2	Yes	NA	NA	NA	NA	NA	NA
GCA_049998635.1	28440481	889330	Aspidelaps lubricus cowlesi (Cape coral cobra)	Aspidelaps lubricus	Aspidelaps_lubricus_hifi.asm.bp.p_ctg.processed	GCA_049998635.1	reference genome		Contig	2025/04/29 00:00	haploid	80241939	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/998/635/GCA_049998635.1_Aspidelaps_lubricus_hifi.asm.bp.p_ctg.processed/GCA_049998635.1_Aspidelaps_lubricus_hifi.asm.bp.p_ctg.processed_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/049/998/635/GCA_049998635.1_Aspidelaps_lubricus_hifi.asm.bp.p_ctg.processed		1821216309	40	1	No	48.99	93.4	91.9	1.5	1	5.6
GCA_050042745.1	28474651	62035	Varanus acanthurus (lizards & snakes)	Varanus acanthurus	ZJU_Vac_2.0	GCA_050042745.1	reference genome		Chromosome	2025/04/30 00:00	haploid	1773328	113866299	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/042/745/GCA_050042745.1_ZJU_Vac_2.0/GCA_050042745.1_ZJU_Vac_2.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/042/745/GCA_050042745.1_ZJU_Vac_2.0		1546074419	44.5	1	Yes	25.54	95.2	93.60000000000001	1.6	1.6	3.1
GCA_050231175.1	28565651	74362	Elaphe schrenckii (Amur rat snake)	Elaphe schrenckii	ASM5023117v1	GCA_050231175.1	reference genome		Chromosome	2025/05/07 00:00	haploid	57283861	215196393	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/231/175/GCA_050231175.1_ASM5023117v1/GCA_050231175.1_ASM5023117v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/231/175/GCA_050231175.1_ASM5023117v1		1685624254	40.5	1	Yes	44.34	93.5	91.9	1.6	1	5.5
GCA_050574515.1	28735411	481883	Eublepharis macularius (Leopard gecko)	Eublepharis macularius	UNIGE_EMacularius_1	GCA_050574515.1	na		Scaffold	2025/05/27 00:00	haploid	3346449		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/574/515/GCA_050574515.1_UNIGE_EMacularius_1/GCA_050574515.1_UNIGE_EMacularius_1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/574/515/GCA_050574515.1_UNIGE_EMacularius_1				2	Yes	NA	NA	NA	NA	NA	NA
GCA_050613815.1	28754781	1938231	Pseudoxenodon stejnegeri (Stejneger's bamboo snake)	Pseudoxenodon stejnegeri	CDU_Pste_1	GCA_050613815.1	reference genome		Chromosome	2025/05/29 00:00	haploid	94324657	203681815	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/613/815/GCA_050613815.1_CDU_Pste_1/GCA_050613815.1_CDU_Pste_1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/613/815/GCA_050613815.1_CDU_Pste_1		1600572231	40	1	Yes	43.01	93	91.7	1.3	1.1	5.9
GCA_051106095.1	28996401	103695	Pogona vitticeps (central bearded dragon)	Pogona vitticeps	PviZW2.1	GCA_051106095.1	na		Chromosome	2025/06/26 00:00	haploid	134074000		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/106/095/GCA_051106095.1_PviZW2.1/GCA_051106095.1_PviZW2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/106/095/GCA_051106095.1_PviZW2.1				4	Yes	NA	NA	NA	NA	NA	NA
GCA_051295435.1	29110831	35019	Thamnophis sirtalis (snakes)	Thamnophis sirtalis	rThaSir2_a1.1	GCA_051295435.1	na		Contig	2025/07/11 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	21219311		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/295/435/GCA_051295435.1_rThaSir2_a1.1/GCA_051295435.1_rThaSir2_a1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/295/435/GCA_051295435.1_rThaSir2_a1.1				4	No	NA	NA	NA	NA	NA	NA
GCA_051295495.1	29110871	35019	Thamnophis sirtalis (snakes)	Thamnophis sirtalis	rThaSir2_p1.1	GCA_051295495.1	na		Contig	2025/07/11 00:00	haploid (principal pseudohaplotype of diploid)	21414515		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/295/495/GCA_051295495.1_rThaSir2_p1.1/GCA_051295495.1_rThaSir2_p1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/295/495/GCA_051295495.1_rThaSir2_p1.1				4	No	NA	NA	NA	NA	NA	NA
GCA_051312515.1	29119041	2202111	Anniella stebbinsi (lizards & snakes)	Anniella stebbinsi	rAnnSte1.1.hap1	GCA_051312515.1	na		Chromosome	2025/07/14 00:00	haploid	120109455		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/312/515/GCA_051312515.1_rAnnSte1.1.hap1/GCA_051312515.1_rAnnSte1.1.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/312/515/GCA_051312515.1_rAnnSte1.1.hap1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_051312545.1	29119031	2202111	Anniella stebbinsi (lizards & snakes)	Anniella stebbinsi	rAnnSte1.1.hap2	GCA_051312545.1	reference genome		Chromosome	2025/07/14 00:00	haploid	120154278	276533474	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/312/545/GCA_051312545.1_rAnnSte1.1.hap2/GCA_051312545.1_rAnnSte1.1.hap2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/312/545/GCA_051312545.1_rAnnSte1.1.hap2		1887901752	43.5	1	Yes	38.3	96.7	95.2	1.5	0.7	2.6
GCA_051473905.1	29200641	102174	Teratoscincus roborowskii (lizards & snakes)	Teratoscincus roborowskii	ASM5147390v1	GCA_051473905.1	reference genome		Chromosome	2025/07/22 00:00	haploid	117383563	156212950	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/473/905/GCA_051473905.1_ASM5147390v1/GCA_051473905.1_ASM5147390v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/473/905/GCA_051473905.1_ASM5147390v1		2077087367	44	1	Yes	37.61	96.7	94.60000000000001	2.1	1	2.4
GCA_051529865.1	29215321	8517	Iguana iguana (Common green iguana)	Iguana iguana	UU_Iig_1.0	GCA_051529865.1	reference genome		Chromosome	2025/07/24 00:00	haploid	12742132	294494476	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/529/865/GCA_051529865.1_UU_Iig_1.0/GCA_051529865.1_UU_Iig_1.0_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/529/865/GCA_051529865.1_UU_Iig_1.0		2012748361	41.5	1	Yes	31.68	96.6	95	1.6	0.8	2.6
GCA_900245895.1	1692711	95620	Lacerta bilineata (lizards & snakes)	Lacerta bilineata	L. bilineata genome assembly	GCA_900245895.1	reference genome		Contig	2018/04/26 00:00	haploid	368212	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/245/895/GCA_900245895.1_L._bilineata_genome_assembly/GCA_900245895.1_L._bilineata_genome_assembly_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/245/895/GCA_900245895.1_L._bilineata_genome_assembly		1418148937	43.5	1	No	34.16	92.4	89.2	3.2	3.3	4.2
GCA_900245905.1	1709301	65476	Lacerta viridis (green lizard)	Lacerta viridis	ASM90024590v1	GCA_900245905.1	reference genome		Contig	2018/04/26 00:00	haploid	662519	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/245/905/GCA_900245905.1_ASM90024590v1/GCA_900245905.1_ASM90024590v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/245/905/GCA_900245905.1_ASM90024590v1		1439843026	43.5	1	No	34.42	95.2	91.8	3.4	1.7	3
GCA_900608555.1	8631621	8663	Notechis scutatus (mainland tiger snake)	Notechis scutatus	TS10Xv2-ALT	GCA_900608555.1	na		Scaffold	2020/11/22 00:00	haploid	37180		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/608/555/GCA_900608555.1_TS10Xv2-ALT/GCA_900608555.1_TS10Xv2-ALT_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/608/555/GCA_900608555.1_TS10Xv2-ALT				2	Yes	NA	NA	NA	NA	NA	NA
GCA_900608585.1	8631671	8673	Pseudonaja textilis (eastern brown snake)	Pseudonaja textilis	EBS10Xv2-ALT	GCA_900608585.1	na		Scaffold	2020/11/22 00:00	haploid	54646		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/608/585/GCA_900608585.1_EBS10Xv2-ALT/GCA_900608585.1_EBS10Xv2-ALT_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/608/585/GCA_900608585.1_EBS10Xv2-ALT				2	Yes	NA	NA	NA	NA	NA	NA
GCA_947247025.1	14295641	103942	Vipera ursinii (snakes)	Vipera ursinii	rVipUrs1.1 alternate haplotype	GCA_947247025.1	na		Scaffold	2022/10/30 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	216874		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/025/GCA_947247025.1_rVipUrs1.1_alternate_haplotype/GCA_947247025.1_rVipUrs1.1_alternate_haplotype_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/025/GCA_947247025.1_rVipUrs1.1_alternate_haplotype				1	Yes	NA	NA	NA	NA	NA	NA
GCA_947247035.1	14266461	103942	Vipera ursinii (snakes)	Vipera ursinii	rVipUrs1.1	GCA_947247035.1	reference genome		Chromosome	2022/10/30 00:00	haploid (principal pseudohaplotype of diploid)	2137891	212821320	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/035/GCA_947247035.1_rVipUrs1.1/GCA_947247035.1_rVipUrs1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/035/GCA_947247035.1_rVipUrs1.1		1625023540	41	1	Yes	44.77	92.6	90.89999999999999	1.7	1.3	6.1
GCA_947686815.1	18116121	74358	Podarcis lilfordi (Lilford's wall lizard)	Podarcis lilfordi	rPodLil1.2	GCA_947686815.1	reference genome		Chromosome	2023/08/09 00:00	haploid	1481499	89641981	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/686/815/GCA_947686815.1_rPodLil1.2/GCA_947686815.1_rPodLil1.2_assembly_stats.txt	GCA_947686815.1_rPodLil1.2_genomic.gff.gz	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/686/815/GCA_947686815.1_rPodLil1.2	991342	1460103102	44	1	Yes	36.26	97.1	94.89999999999999	2.2	0.7	2.3
GCA_948472985.1	15805241	51191	Iguana delicatissima (lizards & snakes)	Iguana delicatissima	IguDel_wgdbg2	GCA_948472985.1	reference genome		Contig	2023/02/03 00:00	haploid	712766	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/985/GCA_948472985.1_IguDel_wgdbg2/GCA_948472985.1_IguDel_wgdbg2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/985/GCA_948472985.1_IguDel_wgdbg2		1911280145	41.5	1	No	32.21	89.2	87.9	1.3	3.1	7.7
GCA_948474755.1	15805231	500334	Ctenosaura bakeri (lizards & snakes)	Ctenosaura bakeri	CteBak_wtdbg2	GCA_948474755.1	reference genome		Contig	2023/02/03 00:00	haploid	444732	NA	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/474/755/GCA_948474755.1_CteBak_wtdbg2/GCA_948474755.1_CteBak_wtdbg2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/474/755/GCA_948474755.1_CteBak_wtdbg2		1915228381	41.5	1	No	33.13	86.8	85.1	1.7	4.6	8.6
GCA_951804945.1	16778921	1330250	Podarcis cretensis (lizards & snakes)	Podarcis cretensis	rPodCre2.1	GCA_951804945.1	reference genome		Chromosome	2023/06/02 00:00	haploid (principal pseudohaplotype of diploid)	65743000	94621998	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/804/945/GCA_951804945.1_rPodCre2.1/GCA_951804945.1_rPodCre2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/804/945/GCA_951804945.1_rPodCre2.1		1507627055	44	1	Yes	38.22	97.1	95	2.1	0.6	2.3
GCA_951804955.1	16778891	1330250	Podarcis cretensis (lizards & snakes)	Podarcis cretensis	rPodCre2.1 alternate haplotype	GCA_951804955.1	na		Contig	2023/06/02 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	2337560		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/804/955/GCA_951804955.1_rPodCre2.1_alternate_haplotype/GCA_951804955.1_rPodCre2.1_alternate_haplotype_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/804/955/GCA_951804955.1_rPodCre2.1_alternate_haplotype				1	Yes	NA	NA	NA	NA	NA	NA
GCA_963506595.1	18735671	8524	Zootoca vivipara (common lizard)	Zootoca vivipara	rZooViv1.1 alternate haplotype	GCA_963506595.1	na		Contig	2023/09/21 00:00	alternate-pseudohaplotype (alternate pseudohaplotype of diploid)	324996		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/506/595/GCA_963506595.1_rZooViv1.1_alternate_haplotype/GCA_963506595.1_rZooViv1.1_alternate_haplotype_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/506/595/GCA_963506595.1_rZooViv1.1_alternate_haplotype				3	Yes	NA	NA	NA	NA	NA	NA
GCA_964106635.1	22834121	74359	Podarcis pityusensis (lizards & snakes)	Podarcis pityusensis	rPodPit1.hap2.1	GCA_964106635.1	na		Chromosome	2024/06/06 00:00	haploid	1719006		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/635/GCA_964106635.1_rPodPit1.hap2.1/GCA_964106635.1_rPodPit1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/635/GCA_964106635.1_rPodPit1.hap2.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964106635.2	23050171	74359	Podarcis pityusensis (lizards & snakes)	Podarcis pityusensis	rPodPit1.hap2.2	GCA_964106635.2	reference genome		Chromosome	2024/07/05 00:00	haploid	1719006	92418909	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/635/GCA_964106635.2_rPodPit1.hap2.2/GCA_964106635.2_rPodPit1.hap2.2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/635/GCA_964106635.2_rPodPit1.hap2.2		1417079496	44	1	Yes	36.7	93.8	91.7	2.1	0.7	5.5
GCA_964106645.1	22836381	74359	Podarcis pityusensis (lizards & snakes)	Podarcis pityusensis	rPodPit1.hap1.1	GCA_964106645.1	na		Chromosome	2024/06/06 00:00	haploid	1611619		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/645/GCA_964106645.1_rPodPit1.hap1.1/GCA_964106645.1_rPodPit1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/645/GCA_964106645.1_rPodPit1.hap1.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964106645.2	23050201	74359	Podarcis pityusensis (lizards & snakes)	Podarcis pityusensis	rPodPit1.hap1.2	GCA_964106645.2	na		Chromosome	2024/07/06 00:00	haploid	1611619		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/645/GCA_964106645.2_rPodPit1.hap1.2/GCA_964106645.2_rPodPit1.hap1.2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/645/GCA_964106645.2_rPodPit1.hap1.2				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964106785.1	22836821	90521	Podarcis gaigeae (Skyros wall lizard)	Podarcis gaigeae	rPodGai1.hap2.1	GCA_964106785.1	na		Chromosome	2024/06/06 00:00	haploid	3102815		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/785/GCA_964106785.1_rPodGai1.hap2.1/GCA_964106785.1_rPodGai1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/785/GCA_964106785.1_rPodGai1.hap2.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964106915.1	22836471	90521	Podarcis gaigeae (Skyros wall lizard)	Podarcis gaigeae	rPodGai1.hap1.1	GCA_964106915.1	na		Chromosome	2024/06/06 00:00	haploid	2858450		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/915/GCA_964106915.1_rPodGai1.hap1.1/GCA_964106915.1_rPodGai1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/915/GCA_964106915.1_rPodGai1.hap1.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964106915.2	23781341	90521	Podarcis gaigeae (Skyros wall lizard)	Podarcis gaigeae	rPodGai1.hap1.2	GCA_964106915.2	reference genome		Chromosome	2024/09/17 00:00	haploid	2858450	91932266	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/915/GCA_964106915.2_rPodGai1.hap1.2/GCA_964106915.2_rPodGai1.hap1.2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/106/915/GCA_964106915.2_rPodGai1.hap1.2		1514643635	44	1	Yes	37.77	97	94.7	2.3	0.7	2.2
GCA_964188175.1	22919001	65484	Podarcis siculus (Italian wall lizard)	Podarcis siculus	rPodSic1.hap1.1	GCA_964188175.1	reference genome		Chromosome	2024/06/21 00:00	haploid	3060007	94541350	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/175/GCA_964188175.1_rPodSic1.hap1.1/GCA_964188175.1_rPodSic1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/175/GCA_964188175.1_rPodSic1.hap1.1		1571381643	44.5	2	Yes	39.93	97.1	94.8	2.3	0.7	2.2
GCA_964188305.1	22919121	90520	Podarcis bocagei (lizards & snakes)	Podarcis bocagei	rPodBoc1.hap1.1	GCA_964188305.1	reference genome		Chromosome	2024/06/21 00:00	haploid	2681335	94948854	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/305/GCA_964188305.1_rPodBoc1.hap1.1/GCA_964188305.1_rPodBoc1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/305/GCA_964188305.1_rPodBoc1.hap1.1		1615206822	44.5	1	Yes	40.92	95.9	93.5	2.4	0.6	3.5
GCA_964188315.1	22919061	64176	Podarcis muralis (Common wall lizard)	Podarcis muralis	rPodMur119.hap1.1	GCA_964188315.1	na		Chromosome	2024/06/21 00:00	haploid	3229453		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/315/GCA_964188315.1_rPodMur119.hap1.1/GCA_964188315.1_rPodMur119.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/315/GCA_964188315.1_rPodMur119.hap1.1				3	Yes	NA	NA	NA	NA	NA	NA
GCA_964188325.1	22919011	90520	Podarcis bocagei (lizards & snakes)	Podarcis bocagei	rPodBoc1.hap2.1	GCA_964188325.1	na		Chromosome	2024/06/21 00:00	haploid	2843701		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/325/GCA_964188325.1_rPodBoc1.hap2.1/GCA_964188325.1_rPodBoc1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/325/GCA_964188325.1_rPodBoc1.hap2.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964188365.1	22913581	64176	Podarcis muralis (Common wall lizard)	Podarcis muralis	rPodMur119.hap2.1	GCA_964188365.1	na		Scaffold	2024/06/19 00:00	haploid	3330575		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/365/GCA_964188365.1_rPodMur119.hap2.1/GCA_964188365.1_rPodMur119.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/365/GCA_964188365.1_rPodMur119.hap2.1				3	Yes	NA	NA	NA	NA	NA	NA
GCA_964188395.1	22913601	65484	Podarcis siculus (Italian wall lizard)	Podarcis siculus	rPodSic1.hap2.1	GCA_964188395.1	na		Scaffold	2024/06/19 00:00	haploid	3344999		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/395/GCA_964188395.1_rPodSic1.hap2.1/GCA_964188395.1_rPodSic1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/188/395/GCA_964188395.1_rPodSic1.hap2.1				2	Yes	NA	NA	NA	NA	NA	NA
GCA_964194405.1	22996961	31155	Vipera berus (adder)	Vipera berus	rVipBer3.hap2.1	GCA_964194405.1	na		Scaffold	2024/06/27 00:00	haploid	4761684		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/405/GCA_964194405.1_rVipBer3.hap2.1/GCA_964194405.1_rVipBer3.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/405/GCA_964194405.1_rVipBer3.hap2.1				2	Yes	NA	NA	NA	NA	NA	NA
GCA_964194415.1	22996971	31155	Vipera berus (adder)	Vipera berus	rVipBer3.hap1.1	GCA_964194415.1	reference genome		Chromosome	2024/06/28 00:00	haploid	4688414	218396773	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/415/GCA_964194415.1_rVipBer3.hap1.1/GCA_964194415.1_rVipBer3.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/415/GCA_964194415.1_rVipBer3.hap1.1		1695017208	41	2	Yes	45.36	93	90.9	2.1	1.1	5.9
GCA_964234715.1	23652191	65482	Podarcis melisellensis (lizards & snakes)	Podarcis melisellensis	rPodMel1.hap1.1	GCA_964234715.1	na		Chromosome	2024/08/31 00:00	haploid	3027832		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/715/GCA_964234715.1_rPodMel1.hap1.1/GCA_964234715.1_rPodMel1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/715/GCA_964234715.1_rPodMel1.hap1.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964234825.1	23652261	65482	Podarcis melisellensis (lizards & snakes)	Podarcis melisellensis	rPodMel1.hap2.1	GCA_964234825.1	reference genome		Chromosome	2024/08/31 00:00	haploid	3107267	92085810	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/825/GCA_964234825.1_rPodMel1.hap2.1/GCA_964234825.1_rPodMel1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/234/825/GCA_964234825.1_rPodMel1.hap2.1		1437044901	44	1	Yes	37.46	93.8	91.89999999999999	1.9	0.8	5.4
GCA_964251985.1	23628071	140042	Podarcis erhardii (lizards & snakes)	Podarcis erhardii	rPodErh1.hap2.1	GCA_964251985.1	na		Scaffold	2024/08/29 00:00	haploid	3027117		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/251/985/GCA_964251985.1_rPodErh1.hap2.1/GCA_964251985.1_rPodErh1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/251/985/GCA_964251985.1_rPodErh1.hap2.1				1	Yes	NA	NA	NA	NA	NA	NA
GCA_964252035.1	23652591	140042	Podarcis erhardii (lizards & snakes)	Podarcis erhardii	rPodErh1.hap1.1	GCA_964252035.1	reference genome		Chromosome	2024/08/31 00:00	haploid	3226442	93518625	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/252/035/GCA_964252035.1_rPodErh1.hap1.1/GCA_964252035.1_rPodErh1.hap1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/252/035/GCA_964252035.1_rPodErh1.hap1.1		1495994634	44	1	Yes	38.12	94.7	92.7	2	0.7	4.6
GCA_964265115.1	23944711	184164	Malpolon monspessulanus (Montpellier snake)	Malpolon monspessulanus	rMalMon1.1	GCA_964265115.1	reference genome		Chromosome	2024/09/25 00:00	haploid	32743049	121923953	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/265/115/GCA_964265115.1_rMalMon1.1/GCA_964265115.1_rMalMon1.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/265/115/GCA_964265115.1_rMalMon1.1		1752167081	42.5	1	Yes	43.92	93.4	92	1.4	1	5.6
GCA_964270875.1	24040431	65481	Podarcis filfolensis (Filfola wall lizard)	Podarcis filfolensis	rPodFil1.hap2.1	GCA_964270875.1	na		Scaffold	2024/09/30 00:00	haploid	3222728		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/875/GCA_964270875.1_rPodFil1.hap2.1/GCA_964270875.1_rPodFil1.hap2.1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/875/GCA_964270875.1_rPodFil1.hap2.1				1	Yes	NA	NA	NA	NA	NA	NA
